"s","beta.hat","CI.lower.pointwise","CI.upper.pointwise","CI.lower.joint","CI.upper.joint"
137,-0.266833037644565,-0.627570234011899,0.0939041587227695,-0.800966488822699,0.267300413533569
138,-0.260854706543132,-0.619934763304015,0.0982253502177503,-0.79253447757408,0.270825064487816
139,-0.256110528379277,-0.613531429557575,0.10131037279902,-0.785333634263709,0.273112577505155
140,-0.250401190393309,-0.606189940224449,0.10538755943783,-0.777207615545392,0.276405234758774
141,-0.24451603468801,-0.598729861947726,0.109697792571705,-0.768990516151213,0.279958446775192
142,-0.240624594418957,-0.593341177297817,0.112091988459903,-0.76288214811187,0.281632959273956
143,-0.238452301923876,-0.589743650083583,0.112839046235831,-0.758599550533347,0.281694946685595
144,-0.234929879189572,-0.584830216949305,0.11497045857016,-0.753017497705322,0.283157739326178
145,-0.227363362224414,-0.575856612836771,0.121129888387944,-0.743367546257376,0.288640821808549
146,-0.215860481946651,-0.562902316911877,0.131181353018574,-0.729715595530258,0.297994631636955
147,-0.203162238314931,-0.548719329231427,0.142394852601564,-0.714818933019502,0.308494456389639
148,-0.193087499096344,-0.53715984762919,0.150984849436502,-0.702545777387317,0.316370779194629
149,-0.188306160658328,-0.530918756141501,0.154306434824844,-0.695603023541793,0.318990702225136
150,-0.18809872651181,-0.52928133980844,0.153083886784819,-0.693278254869995,0.317080801846374
151,-0.188481611464314,-0.528262598359297,0.151299375430669,-0.691585790912785,0.314622567984157
152,-0.185593051019049,-0.524010437277778,0.15282433523968,-0.686678185242338,0.315492083204239
153,-0.178741184992843,-0.515851872734513,0.158369502748827,-0.677891527363241,0.320409157377555
154,-0.16961089938619,-0.505481996777125,0.166260198004746,-0.666925815083785,0.327704016311406
155,-0.159681796088406,-0.494369299635149,0.175005707458337,-0.655244197570228,0.335880605393416
156,-0.149840594213373,-0.483373948892836,0.18369276046609,-0.643694079831066,0.34401289140432
157,-0.141472298296824,-0.473856303068413,0.190911706474765,-0.633623973735012,0.350679377141363
158,-0.135807420104881,-0.467036836401684,0.195421996191923,-0.626249528764434,0.354634688554672
159,-0.132299506659449,-0.462375410540776,0.197776397221878,-0.621033641831211,0.356434628512314
160,-0.129216734808766,-0.458162473581643,0.199729003964112,-0.616277466195567,0.357843996578036
161,-0.125660951061662,-0.45354333069867,0.202221428575346,-0.611147196393786,0.359825294270462
162,-0.121638665320344,-0.448587082805503,0.205309752164816,-0.60574201908359,0.362464688442903
163,-0.116717414311083,-0.442915246900022,0.209480418277857,-0.599709398065755,0.366274569443589
164,-0.11050716876122,-0.436144831938935,0.215130494416496,-0.592669725376483,0.371655387854043
165,-0.104217703752121,-0.429435612034552,0.22100020453031,-0.585758741064342,0.377323333560101
166,-0.099730796460288,-0.424582323488862,0.225120730568286,-0.580729343323673,0.381267750403097
167,-0.0970469995950876,-0.421464185676,0.227370186485825,-0.577402429996685,0.38330843080651
168,-0.0944267759895153,-0.418149112051988,0.229295560072957,-0.573753361453198,0.384899809474167
169,-0.0909833870567819,-0.413462433200313,0.231495659086749,-0.568469068000757,0.386502293887193
170,-0.0871674140164765,-0.407525602617546,0.233190774584593,-0.561512800668597,0.387177972635643
171,-0.0828006136356096,-0.399918951035323,0.234317723764104,-0.55234884346301,0.38674761619179
172,-0.0770882887568199,-0.389825771965864,0.235649194452224,-0.54014991062825,0.38597333311461
173,-0.070951808287393,-0.378414923493071,0.236511306918285,-0.526203821355541,0.384300204780756
174,-0.0667743406539313,-0.368512414083645,0.234963732775782,-0.513549444901119,0.380000763593257
175,-0.0649952716923538,-0.361025141599579,0.231034598214872,-0.50331839904834,0.373327855663632
